,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,pH,sulphates,alcohol,quality
1350,8.0,0.57,0.39,0.034,22.0,3.29,0.67,12.8,7
1351,6.5,0.37,0.33,0.027000000000000003,40.0,3.28,0.39,12.7,7
1352,5.7,0.21,0.24,0.047,60.0,3.65,0.72,10.1,6
1353,6.7,0.18,0.3,0.048,40.0,3.29,0.52,10.0,5
1354,7.8,0.13,0.3,0.04,43.0,3.43,0.41,9.0,5
1355,7.6,0.19,0.41,0.04,38.0,2.92,0.42,11.4,5
1356,7.3,0.22,0.41,0.05,55.0,3.32,0.59,8.9,6
1357,6.3,0.29,0.4,0.039,43.0,3.15,0.44,9.3,6
1358,6.8,0.35,0.32,0.048,35.0,3.28,0.46,12.0,8
1359,6.5,0.19,0.32,0.04,31.0,3.36,0.54,10.8,7
1360,6.2,0.12,0.26,0.044000000000000004,56.0,3.52,0.37,10.5,6
1361,6.0,0.13,0.28,0.038,56.0,3.59,0.43,10.6,7
1362,6.4,0.25,0.33,0.04,42.0,3.19,0.48,11.3,7
1363,6.9,0.32,0.16,0.051,15.0,3.22,0.38,9.5,4
1364,7.6,0.19,0.41,0.04,38.0,2.92,0.42,11.4,5
1365,6.7,0.13,0.28,0.046,35.0,3.33,0.33,10.1,7
1366,7.0,0.14,0.41,0.037000000000000005,22.0,3.25,0.43,10.9,6
1367,7.6,0.27,0.24,0.057999999999999996,19.0,3.15,0.45,8.9,5
1368,7.3,0.22,0.41,0.05,55.0,3.32,0.59,8.9,6
1369,7.4,0.64,0.47,0.168,42.0,2.9,0.49,9.3,5
1370,7.6,0.28,0.39,0.052000000000000005,23.0,3.25,0.4,10.4,6
1371,8.3,0.26,0.41,0.042,41.0,3.1,0.38,12.0,7
1372,10.7,0.22,0.56,0.044000000000000004,37.0,2.87,0.68,9.5,6
1373,10.7,0.22,0.56,0.044000000000000004,37.0,2.87,0.68,9.5,6
1374,6.9,0.23,0.34,0.032,24.0,3.14,0.38,12.4,7
1375,6.2,0.3,0.32,0.032,30.0,3.28,0.41,11.2,7
1376,6.9,0.27,0.41,0.047,6.0,3.15,0.69,11.4,6
1377,6.9,0.28,0.41,0.05,10.0,3.16,0.71,11.4,6
1378,6.9,0.28,0.3,0.047,46.0,3.35,0.38,11.1,7
1379,6.9,0.46,0.2,0.054000000000000006,5.0,3.1,0.42,10.4,6
1380,6.9,0.38,0.32,0.044000000000000004,36.0,3.38,0.35,12.0,7
1381,5.7,0.43,0.3,0.039,24.0,3.54,0.61,12.3,7
1382,6.6,0.56,0.16,0.045,28.0,3.12,0.35,9.1,6
1383,7.1,0.36,0.56,0.046,25.0,3.24,0.33,10.5,6
1384,6.8,0.23,0.4,0.047,5.0,3.23,0.7,11.4,6
1385,6.2,0.33,0.29,0.042,26.0,3.77,0.64,9.5,5
1386,5.6,0.49,0.13,0.039,17.0,3.42,0.9,13.7,7
1387,6.6,0.42,0.33,0.034,15.0,3.28,0.51,13.4,6
1388,7.3,0.18,0.29,0.044000000000000004,12.0,3.2,0.48,11.3,7
1389,8.1,0.19,0.4,0.037000000000000005,73.0,3.06,0.34,10.0,6
1390,5.9,0.19,0.26,0.034,33.0,3.49,0.42,10.1,6
1391,6.2,0.16,0.47,0.028999999999999998,23.0,3.26,0.42,12.2,6
1392,6.6,0.42,0.33,0.034,15.0,3.28,0.51,13.4,6
1393,5.7,0.135,0.3,0.042,19.0,3.31,0.42,9.3,6
1394,5.6,0.49,0.13,0.039,17.0,3.42,0.9,13.7,7
1395,6.9,0.19,0.33,0.039,27.0,3.09,0.46,12.3,7
1396,7.3,0.18,0.29,0.044000000000000004,12.0,3.2,0.48,11.3,7
1397,7.3,0.25,0.36,0.05,35.0,3.04,0.46,8.9,7
1398,7.3,0.25,0.36,0.05,35.0,3.04,0.46,8.9,7
1399,7.0,0.2,0.34,0.035,32.0,3.19,0.46,11.5,6
1400,7.3,0.25,0.36,0.05,35.0,3.04,0.46,8.9,7
1401,6.3,0.67,0.48,0.052000000000000005,57.0,3.17,0.52,9.3,6
1402,7.4,0.4,0.29,0.044000000000000004,31.0,3.3,0.5,11.1,8
1403,7.1,0.26,0.31,0.044000000000000004,29.0,3.34,0.64,10.9,8
1404,9.0,0.31,0.48,0.043,11.0,2.9,0.38,11.6,5
1405,6.3,0.39,0.24,0.069,9.0,3.15,0.35,10.2,4
1406,8.2,0.22,0.36,0.034,12.0,3.01,0.38,10.5,8
1407,7.1,0.19,0.28,0.033,16.0,2.91,0.78,11.4,6
1408,7.3,0.25,0.36,0.05,35.0,3.04,0.46,8.9,7
1409,7.9,0.2,0.34,0.04,29.0,3.14,0.41,10.6,6
1410,7.1,0.26,0.32,0.037000000000000005,39.0,3.31,0.4,11.6,6
1411,7.0,0.2,0.34,0.035,32.0,3.19,0.46,11.5,6
1412,6.9,0.3,0.33,0.035,26.0,3.25,0.79,12.3,8
1413,8.1,0.29,0.49,0.042,22.0,3.14,0.41,10.8,6
1414,5.8,0.17,0.3,0.037000000000000005,55.0,3.29,0.38,11.3,6
1415,5.9,0.415,0.02,0.038,22.0,3.36,0.36,9.3,5
1416,6.6,0.23,0.26,0.045,16.0,3.36,0.6,10.0,6
1417,8.6,0.55,0.35,0.057,35.5,3.04,0.63,11.0,3
1418,6.9,0.35,0.74,0.044000000000000004,18.0,3.13,0.55,10.2,5
1419,7.6,0.14,0.74,0.04,27.0,3.07,0.4,10.8,7
1420,9.2,0.28,0.49,0.042,29.0,3.1,0.34,10.1,4
1421,6.2,0.18,0.49,0.047,17.0,3.27,0.37,11.6,6
1422,5.3,0.165,0.24,0.051,25.0,3.32,0.47,9.1,5
1423,9.8,0.25,0.74,0.055999999999999994,36.0,3.06,0.43,10.0,4
1424,8.1,0.29,0.49,0.042,22.0,3.14,0.41,10.8,6
1425,6.8,0.22,0.49,0.052000000000000005,26.0,3.25,0.35,11.4,6
1426,7.2,0.22,0.49,0.045,34.0,3.05,0.34,12.7,6
1427,7.4,0.25,0.49,0.042,35.0,3.13,0.55,11.3,5
1428,8.2,0.18,0.49,0.033,28.0,3.0,0.68,10.4,7
1429,6.1,0.22,0.49,0.051,18.0,3.3,0.46,9.6,5
1430,7.0,0.39,0.24,0.048,8.0,3.0,0.31,10.1,4
1431,6.1,0.22,0.49,0.051,18.0,3.3,0.46,9.6,5
1432,6.5,0.36,0.49,0.03,16.0,3.1,0.49,12.1,7
1433,7.1,0.29,0.49,0.031,32.0,3.07,0.33,12.2,6
1434,7.4,0.25,0.49,0.042,35.0,3.13,0.55,11.3,5
1435,6.9,0.23,0.24,0.053,19.0,3.17,0.5,9.6,5
1436,8.5,0.56,0.74,0.051,51.0,2.99,0.7,9.2,5
1437,8.2,0.18,0.49,0.033,28.0,3.0,0.68,10.4,7
1438,6.3,0.23,0.49,0.05,67.0,3.23,0.34,9.5,5
1439,6.1,0.25,0.49,0.052000000000000005,67.0,3.16,0.47,8.9,5
1440,7.2,0.26,0.74,0.05,56.0,3.03,0.44,8.8,5
1441,7.2,0.31,0.24,0.057,17.0,3.16,0.35,10.5,5
1442,8.0,0.25,0.49,0.061,27.0,3.08,0.34,9.4,5
1443,7.0,0.18,0.49,0.04,34.0,3.24,0.4,12.2,6
1444,7.8,0.43,0.49,0.033,37.0,3.14,0.35,11.3,6
1445,8.3,0.2,0.74,0.044000000000000004,33.0,3.25,0.42,12.2,6
1446,6.3,0.27,0.49,0.063,35.0,3.38,0.42,12.2,6
1447,7.4,0.16,0.49,0.055,18.0,3.23,0.47,11.2,6
1448,7.4,0.16,0.49,0.055,18.0,3.23,0.47,11.2,6
1449,6.9,0.19,0.49,0.036000000000000004,49.0,3.2,0.27,11.5,6
1450,7.8,0.43,0.49,0.033,37.0,3.14,0.35,11.3,6
1451,7.2,0.4,0.49,0.048,11.0,3.01,0.42,9.3,5
1452,7.8,0.43,0.49,0.033,37.0,3.14,0.35,11.3,6
1453,7.6,0.52,0.49,0.034,37.0,3.14,0.38,11.8,7
1454,8.3,0.21,0.49,0.054000000000000006,50.0,2.99,0.54,9.2,5
1455,6.9,0.34,0.74,0.069,44.0,3.0,0.81,9.2,5
1456,6.3,0.27,0.49,0.063,35.0,3.38,0.42,12.2,6
1457,8.3,0.2,0.74,0.044000000000000004,33.0,3.25,0.42,12.2,6
1458,7.1,0.22,0.74,0.044000000000000004,42.0,3.31,0.41,12.2,6
1459,7.9,0.11,0.49,0.048,27.0,3.24,0.42,10.6,6
1460,8.5,0.17,0.74,0.05,29.0,3.28,0.4,12.4,6
1461,6.4,0.145,0.49,0.048,54.0,3.56,0.44,10.8,6
1462,7.4,0.16,0.49,0.055,18.0,3.23,0.47,11.2,6
1463,8.3,0.19,0.49,0.051,11.0,3.06,0.46,11.0,6
1464,8.0,0.44,0.49,0.031,46.0,3.16,0.27,12.7,8
1465,7.0,0.2,0.74,0.044000000000000004,19.0,3.46,0.53,10.2,5
1466,6.9,0.19,0.49,0.036000000000000004,49.0,3.2,0.27,11.5,6
1467,7.1,0.25,0.49,0.03,30.0,3.13,0.39,12.3,7
1468,6.5,0.24,0.24,0.046,15.0,3.19,0.39,9.8,5
1469,7.2,0.4,0.49,0.048,11.0,3.01,0.42,9.3,5
1470,7.6,0.52,0.49,0.034,37.0,3.14,0.38,11.8,7
1471,7.8,0.43,0.49,0.033,37.0,3.14,0.35,11.3,6
1472,7.8,0.21,0.49,0.052000000000000005,6.0,3.15,0.28,11.4,5
1473,7.0,0.2,0.49,0.038,39.0,3.21,0.48,10.8,6
1474,6.9,0.25,0.24,0.057,13.0,2.99,0.48,9.5,4
1475,7.2,0.08,0.49,0.05,18.0,3.46,0.44,10.2,6
1476,7.1,0.85,0.49,0.027999999999999997,40.0,3.22,0.36,10.7,5
1477,7.6,0.51,0.24,0.04,10.0,3.05,0.29,10.8,6
1478,7.9,0.22,0.24,0.044000000000000004,39.0,2.99,0.28,11.5,6
1479,7.7,0.16,0.49,0.055999999999999994,20.0,3.32,0.49,10.7,6
1480,7.2,0.08,0.49,0.05,18.0,3.46,0.44,10.2,6
1481,6.6,0.25,0.24,0.048,26.0,3.37,0.6,10.1,6
1482,6.7,0.16,0.49,0.046,57.0,3.62,0.81,10.4,6
1483,6.9,0.25,0.24,0.057,13.0,2.99,0.48,9.5,4
1484,7.5,0.32,0.24,0.053,8.0,3.14,0.5,9.1,3
1485,7.4,0.28,0.49,0.034,20.0,2.98,0.39,10.6,6
1486,6.2,0.15,0.49,0.033,17.0,3.3,0.7,9.4,6
1487,6.7,0.25,0.74,0.054000000000000006,44.0,3.51,0.45,9.8,6
1488,6.5,0.26,0.74,0.044000000000000004,68.0,3.18,0.54,9.5,6
1489,7.9,0.16,0.74,0.037000000000000005,52.0,2.99,0.41,9.3,5
1490,5.6,0.185,0.49,0.03,28.0,3.55,0.45,10.3,6
1491,7.5,0.2,0.49,0.031,8.0,3.06,0.62,11.1,5
1492,8.0,0.3,0.49,0.046,47.0,3.14,0.48,10.0,5
1493,8.0,0.34,0.49,0.033,39.0,3.13,0.38,12.3,8
1494,7.7,0.35,0.49,0.033,42.0,3.14,0.38,12.4,8
1495,7.6,0.29,0.49,0.03,45.0,3.13,0.38,12.3,7
1496,6.7,0.62,0.24,0.039,6.0,3.41,0.32,10.4,5
1497,6.8,0.27,0.49,0.044000000000000004,35.0,3.13,0.48,12.1,7
1498,7.7,0.27,0.49,0.040999999999999995,23.0,3.16,0.42,12.5,6
1499,6.7,0.51,0.24,0.043,14.0,3.22,0.6,13.0,6
1500,7.4,0.19,0.49,0.03,26.0,2.99,0.32,11.0,7
1501,8.3,0.2,0.49,0.04,34.0,3.05,0.37,10.1,5
1502,6.6,0.3,0.24,0.034,17.0,3.13,0.36,9.2,5
1503,6.8,0.36,0.24,0.039,24.0,3.27,0.34,12.6,7
1504,7.0,0.17,0.74,0.045,24.0,3.26,0.38,12.2,8
1505,9.2,0.18,0.49,0.040999999999999995,39.0,3.04,0.49,9.8,7
1506,8.1,0.2,0.49,0.051,51.0,3.1,0.52,11.0,6
1507,7.8,0.26,0.74,0.044000000000000004,59.0,3.22,0.64,10.0,6
1508,6.8,0.21,0.49,0.06,50.0,3.55,0.44,9.8,6
1509,7.9,0.2,0.49,0.053,15.0,3.16,0.47,10.5,5
1510,8.0,0.18,0.49,0.061,10.0,3.23,0.48,10.0,5
1511,8.8,0.23,0.74,0.042,15.0,3.02,0.51,11.2,6
1512,7.3,0.22,0.49,0.034,29.0,2.99,0.32,11.0,7
1513,7.3,0.22,0.49,0.031,48.0,3.01,0.28,11.2,6
1514,7.4,0.19,0.49,0.03,26.0,2.99,0.32,11.0,7
1515,7.3,0.155,0.49,0.039,34.0,3.14,0.77,10.5,6
1516,8.2,0.22,0.49,0.037000000000000005,53.0,3.02,0.33,10.6,6
1517,8.2,0.24,0.49,0.038,52.0,3.02,0.33,10.6,6
1518,8.4,0.23,0.49,0.035,22.0,3.04,0.34,12.0,6
1519,8.3,0.2,0.49,0.04,34.0,3.05,0.37,10.1,5
1520,8.3,0.2,0.49,0.038,38.0,3.05,0.37,10.1,6
1521,6.6,0.3,0.24,0.034,17.0,3.13,0.36,9.2,5
1522,6.9,0.21,0.49,0.040999999999999995,15.0,3.25,0.63,11.0,5
1523,8.0,0.25,0.49,0.044000000000000004,31.0,3.34,0.49,10.0,6
1524,6.6,0.21,0.49,0.042,41.0,3.28,0.39,8.7,6
1525,7.2,0.27,0.74,0.037000000000000005,47.0,3.04,0.44,8.7,5
1526,14.2,0.27,0.49,0.037000000000000005,33.0,3.15,0.54,11.1,6
1527,7.9,0.28,0.49,0.045,48.0,3.04,0.55,11.0,6
1528,7.4,0.27,0.49,0.037000000000000005,33.0,3.15,0.54,11.1,6
1529,6.6,0.21,0.49,0.042,41.0,3.28,0.39,8.7,6
1530,7.2,0.27,0.74,0.037000000000000005,47.0,3.04,0.44,8.7,5
1531,8.1,0.3,0.49,0.037000000000000005,26.0,3.1,0.3,11.2,7
1532,7.5,0.23,0.49,0.049,61.0,3.14,0.3,11.1,7
1533,7.3,0.26,0.49,0.027999999999999997,32.0,3.24,0.54,10.8,6
1534,7.1,0.18,0.74,0.044000000000000004,44.0,3.38,0.67,9.0,6
1535,8.5,0.15,0.49,0.031,17.0,3.03,0.4,10.3,6
1536,8.9,0.13,0.49,0.027999999999999997,6.0,2.91,0.32,9.9,5
1537,8.1,0.28,0.49,0.04,32.0,3.13,0.41,10.0,6
1538,6.0,0.17,0.49,0.034,26.0,3.21,0.42,9.8,6
1539,7.3,0.26,0.49,0.027999999999999997,32.0,3.24,0.54,10.8,6
1540,7.1,0.18,0.74,0.044000000000000004,44.0,3.38,0.67,9.0,6
1541,7.1,0.53,0.24,0.028999999999999998,29.0,3.16,0.32,9.1,4
1542,7.2,0.16,0.49,0.037000000000000005,27.0,3.23,0.57,10.6,6
1543,7.3,0.14,0.49,0.038,28.0,3.2,0.72,10.6,6
1544,8.9,0.13,0.49,0.027999999999999997,6.0,2.91,0.32,9.9,5
1545,7.9,0.12,0.49,0.049,33.0,3.18,0.47,10.6,6
1546,6.7,0.29,0.49,0.034,35.0,3.13,0.45,9.9,6
1547,6.7,0.3,0.49,0.034,36.0,3.12,0.45,9.9,6
1548,7.1,0.36,0.24,0.025,32.0,3.34,0.59,12.8,6
1549,8.5,0.15,0.49,0.031,17.0,3.03,0.4,10.3,6
1550,7.9,0.18,0.49,0.051,36.0,3.18,0.48,10.6,6
1551,6.6,0.19,0.99,0.122,45.0,3.09,0.31,8.7,6
1552,7.3,0.21,0.49,0.038,44.0,3.32,0.44,12.6,7
1553,6.9,0.3,0.49,0.057,25.0,3.43,0.63,11.0,7
1554,7.9,0.42,0.49,0.055999999999999994,32.0,3.29,0.6,11.2,7
1555,6.9,0.24,0.49,0.032,35.0,3.45,0.57,10.7,7
1556,7.6,0.23,0.49,0.036000000000000004,45.0,3.08,0.58,9.6,6
1557,7.9,0.18,0.49,0.051,36.0,3.18,0.48,10.6,6
1558,6.2,0.43,0.49,0.045,12.0,3.27,0.57,9.0,4
1559,8.8,0.35,0.49,0.036000000000000004,14.0,2.96,0.33,10.5,4
1560,7.8,0.3,0.74,0.033,33.0,3.29,0.52,12.8,6
1561,9.1,0.28,0.49,0.059000000000000004,10.0,3.15,0.46,10.1,5
1562,7.1,0.34,0.49,0.027000000000000003,26.0,3.3,0.33,12.2,7
1563,7.8,0.3,0.74,0.033,33.0,3.29,0.52,12.8,6
1564,9.1,0.28,0.49,0.059000000000000004,10.0,3.15,0.46,10.1,5
1565,8.5,0.19,0.49,0.044000000000000004,29.0,3.14,0.51,10.1,6
1566,7.6,0.18,0.49,0.046,36.0,3.06,0.41,9.2,5
1567,7.5,0.19,0.49,0.055,19.0,3.33,0.44,9.9,5
1568,7.4,0.3,0.49,0.055,49.0,3.52,0.58,9.7,6
1569,6.7,0.3,0.74,0.038,35.0,3.21,0.46,9.9,5
1570,6.6,0.3,0.74,0.040999999999999995,36.0,3.21,0.45,9.9,5
1571,7.4,0.3,0.49,0.055,49.0,3.52,0.58,9.7,6
1572,6.9,0.22,0.49,0.063,50.0,3.54,0.5,10.3,6
1573,7.8,0.26,0.49,0.045,21.0,3.16,0.35,10.3,5
1574,8.5,0.17,0.49,0.048,23.0,2.88,0.34,10.5,4
1575,6.8,0.17,0.74,0.053,61.0,3.63,0.76,10.5,6
1576,6.2,0.27,0.49,0.05,20.0,3.32,0.44,9.8,6
1577,7.1,0.64,0.49,0.05,17.0,3.31,0.58,10.6,4
1578,6.4,0.18,0.74,0.046,54.0,3.58,0.68,10.1,5
1579,7.6,0.31,0.49,0.062,50.0,3.22,0.53,9.0,4
1580,9.8,0.31,0.49,0.046,13.0,3.18,0.45,9.5,5
1581,9.0,0.3,0.49,0.039,32.0,2.94,0.32,11.5,6
1582,8.4,0.24,0.49,0.039,46.0,3.03,0.33,11.9,7
1583,6.4,0.18,0.74,0.046,54.0,3.58,0.68,10.1,5
1584,6.4,0.25,0.74,0.045,52.0,3.21,0.42,9.2,6
1585,7.3,0.3,0.74,0.039,46.0,3.02,0.4,8.7,5
1586,9.3,0.31,0.49,0.042,34.0,3.11,0.46,9.8,5
1587,6.4,0.25,0.74,0.045,52.0,3.21,0.42,9.2,6
1588,7.3,0.3,0.74,0.039,46.0,3.02,0.4,8.7,5
1589,7.0,0.27,0.74,0.036000000000000004,27.0,3.35,0.48,11.2,6
1590,7.9,0.14,0.74,0.027999999999999997,30.0,3.08,0.82,12.3,6
1591,6.4,0.12,0.49,0.042,49.0,3.34,0.44,10.4,6
1592,6.8,0.21,0.74,0.047,25.0,3.13,0.41,10.7,6
1593,8.6,0.16,0.49,0.043,9.0,3.13,0.59,10.5,6
1594,7.0,0.29,0.49,0.047,37.0,2.95,0.4,9.4,6
1595,6.4,0.27,0.49,0.046,53.0,3.24,0.43,9.2,6
1596,6.6,0.55,0.01,0.034,56.0,3.15,0.3,11.9,5
1597,6.4,0.27,0.49,0.046,53.0,3.24,0.43,9.2,6
1598,6.3,0.24,0.74,0.172,24.0,3.27,0.39,9.9,6
1599,6.7,0.33,0.49,0.16699999999999998,20.0,3.11,0.5,11.4,6
1600,7.0,0.29,0.49,0.047,37.0,2.95,0.4,9.4,6
1601,8.2,0.34,0.49,0.046,55.0,3.08,0.52,10.7,6
1602,5.6,0.39,0.24,0.034,27.0,3.28,0.36,12.7,5
1603,5.6,0.41,0.24,0.034,10.0,3.32,0.5,13.5,7
1604,6.7,0.41,0.01,0.048,39.0,3.24,0.35,9.5,5
1605,7.1,0.26,0.49,0.032,31.0,3.37,0.42,12.9,9
1606,7.5,0.32,0.49,0.031,44.0,3.07,0.46,12.5,6
1607,5.8,0.19,0.49,0.04,44.0,3.34,0.38,9.5,7
1608,6.9,0.27,0.49,0.057,59.0,2.98,0.47,8.6,5
1609,8.1,0.2,0.49,0.048,46.0,3.09,0.46,10.0,7
1610,7.5,0.32,0.49,0.031,44.0,3.07,0.46,12.5,6
1611,8.2,0.26,0.49,0.04,19.0,3.12,0.34,10.1,6
1612,7.8,0.26,0.49,0.027000000000000003,28.0,3.03,0.32,11.3,7
1613,8.0,0.14,0.49,0.035,42.0,3.26,0.4,10.6,7
1614,8.0,0.29,0.49,0.035,40.0,3.14,0.34,10.8,5
1615,7.5,0.19,0.49,0.047,42.0,3.4,0.47,10.7,6
1616,6.9,0.34,0.49,0.045,61.0,3.09,0.4,9.0,6
1617,6.2,0.2,0.49,0.065,17.0,3.22,0.52,9.2,6
1618,6.4,0.37,0.49,0.045,53.0,3.14,0.48,8.5,6
1619,6.2,0.22,0.49,0.028999999999999998,31.0,3.41,0.36,11.3,8
1620,7.8,0.26,0.49,0.027000000000000003,28.0,3.03,0.32,11.3,7
1621,8.9,0.32,0.49,0.05,17.0,3.13,0.34,9.4,5
1622,6.5,0.44,0.49,0.045,16.0,3.11,0.37,8.7,6
1623,7.0,0.14,0.49,0.053,22.0,3.36,0.36,9.4,6
1624,9.0,0.17,0.49,0.039,46.0,3.09,0.51,10.5,7
1625,6.4,0.26,0.49,0.037000000000000005,37.0,3.38,0.53,9.7,6
1626,9.0,0.22,0.49,0.048,52.0,3.31,0.44,10.2,6
1627,8.9,0.32,0.49,0.05,17.0,3.13,0.34,9.4,5
1628,8.2,0.2,0.49,0.057,14.0,3.19,0.35,11.5,6
1629,7.8,0.15,0.24,0.047,21.0,2.94,0.31,9.6,6
1630,6.9,0.25,0.24,0.053,6.0,3.23,0.7,11.4,5
1631,8.2,0.2,0.49,0.057,14.0,3.19,0.35,11.5,6
1632,7.1,0.28,0.49,0.040999999999999995,28.0,3.41,0.58,12.2,8
1633,7.4,0.19,0.49,0.037000000000000005,15.0,3.2,0.38,11.0,7
1634,8.3,0.25,0.49,0.048,50.0,3.03,0.52,9.2,6
1635,7.5,0.14,0.74,0.035,21.0,3.26,0.45,10.2,6
1636,7.8,0.49,0.49,0.043,29.0,3.21,0.33,10.0,5
1637,8.1,0.12,0.49,0.042,43.0,3.13,0.48,9.7,6
1638,7.6,0.47,0.49,0.239,42.0,2.96,0.51,9.2,5
1639,7.9,0.22,0.49,0.042,26.0,3.1,0.39,10.5,5
1640,7.8,0.49,0.49,0.043,29.0,3.21,0.33,10.0,5
1641,6.4,0.22,0.49,0.054000000000000006,42.0,3.27,0.52,10.1,6
1642,7.3,0.19,0.49,0.057999999999999996,50.0,3.42,0.36,9.1,7
1643,8.1,0.3,0.49,0.049,50.0,3.09,0.57,10.2,7
1644,7.3,0.19,0.49,0.057999999999999996,50.0,3.42,0.36,9.1,7
1645,7.5,0.24,0.49,0.048,50.0,3.17,0.59,10.5,7
1646,6.4,0.22,0.49,0.054000000000000006,42.0,3.27,0.52,10.1,6
1647,7.8,0.21,0.49,0.036000000000000004,20.0,3.05,0.28,12.1,7
1648,7.1,0.3,0.49,0.045,31.0,3.4,0.59,10.2,5
1649,6.9,0.26,0.49,0.057999999999999996,39.0,3.65,0.52,9.4,4
1650,7.6,0.31,0.49,0.044000000000000004,27.0,3.08,0.67,12.8,7
1651,6.4,0.42,0.74,0.076,48.0,3.12,0.58,9.0,6
1652,8.2,0.29,0.49,0.044000000000000004,29.0,3.24,0.36,10.9,4
1653,7.9,0.33,0.28,0.053,35.0,3.15,0.38,8.8,6
1654,6.6,0.46,0.49,0.052000000000000005,19.0,3.11,0.38,9.0,5
1655,7.8,0.28,0.49,0.046,27.0,3.09,0.59,10.2,5
1656,5.8,0.15,0.49,0.048,21.0,3.19,0.48,9.2,5
1657,7.8,0.4,0.49,0.06,34.0,3.26,0.58,11.3,6
1658,6.6,0.31,0.49,0.05,52.0,3.12,0.45,8.8,5
1659,6.6,0.325,0.49,0.049,53.0,3.16,0.4,9.3,5
1660,6.6,0.27,0.49,0.049,62.0,3.17,0.45,9.4,6
1661,6.7,0.26,0.49,0.047,54.0,3.23,0.4,10.3,6
1662,6.7,0.21,0.49,0.047,30.0,2.92,0.42,10.8,7
1663,7.9,0.33,0.28,0.053,35.0,3.15,0.38,8.8,6
1664,8.1,0.28,0.46,0.059000000000000004,32.0,3.27,0.58,9.0,4
1665,6.5,0.13,0.37,0.036000000000000004,48.0,3.41,0.51,11.5,8
1666,7.8,0.445,0.56,0.04,8.0,3.25,0.43,10.8,5
1667,8.8,0.39,0.34,0.055,33.0,2.95,0.51,11.8,6
1668,7.9,0.18,0.33,0.033,20.0,3.12,0.38,10.5,7
1669,7.1,0.31,0.38,0.036000000000000004,10.0,3.14,0.44,9.9,6
1670,7.8,0.24,0.18,0.046,33.0,3.2,0.56,9.8,6
1671,7.0,0.35,0.3,0.027999999999999997,27.0,3.4,0.42,11.4,7
1672,6.6,0.26,0.31,0.138,41.0,3.2,0.38,9.3,5
1673,6.6,0.27,0.31,0.13699999999999998,35.0,3.2,0.38,9.3,5
1674,6.8,0.22,0.29,0.046,82.0,3.3,0.44,10.3,6
1675,6.2,0.27,0.32,0.047,65.0,3.17,0.47,8.9,5
1676,7.0,0.35,0.3,0.027999999999999997,27.0,3.4,0.42,11.4,7
1677,7.3,0.23,0.37,0.032,60.0,3.11,0.35,11.1,6
1678,6.2,0.3,0.2,0.045,42.0,3.36,0.45,10.4,6
1679,6.4,0.35,0.2,0.034,18.0,3.33,0.43,10.1,5
1680,7.6,0.32,0.34,0.054000000000000006,44.0,3.22,0.55,9.0,5
1681,6.3,0.31,0.3,0.046,49.0,3.74,0.55,11.9,6
1682,7.2,0.25,0.28,0.055,55.0,3.12,0.38,9.0,7
1683,7.2,0.25,0.28,0.055,55.0,3.12,0.38,9.0,7
1684,7.3,0.26,0.33,0.049,41.5,3.06,0.44,9.1,7
1685,7.2,0.25,0.28,0.055,55.0,3.12,0.38,9.0,7
1686,7.4,0.26,0.37,0.047,42.0,3.46,0.72,10.0,5
1687,7.3,0.26,0.33,0.049,41.5,3.06,0.44,9.1,7
1688,6.7,0.25,0.26,0.040999999999999995,118.5,3.55,0.63,9.4,3
1689,7.1,0.16,0.25,0.034,28.0,3.27,0.55,11.4,6
1690,9.0,0.43,0.3,0.05,7.0,3.11,0.45,9.7,4
1691,7.2,0.25,0.28,0.055,55.0,3.12,0.38,9.0,7
1692,7.0,0.24,0.3,0.04,41.0,3.28,0.49,11.8,6
1693,6.7,0.265,0.22,0.048,54.0,3.25,0.41,10.2,5
1694,7.7,0.12,0.32,0.06,47.0,3.37,0.42,9.2,6
1695,7.2,0.21,0.33,0.036000000000000004,35.0,3.25,0.4,11.0,6
1696,8.5,0.32,0.36,0.040999999999999995,47.0,3.08,0.31,10.0,6
1697,6.9,0.18,0.3,0.038,39.0,3.32,0.37,12.2,6
1698,7.0,0.24,0.3,0.04,41.0,3.28,0.49,11.8,6
1699,6.3,0.26,0.29,0.043,35.0,3.38,0.43,11.6,6
1700,6.7,0.26,0.3,0.043,25.0,3.44,0.61,10.2,6
1701,7.9,0.29,0.36,0.033,43.0,3.14,0.46,10.3,5
1702,6.5,0.27,0.19,0.046,6.0,3.25,0.35,8.6,4
1703,6.7,0.33,0.42,0.057999999999999996,27.0,3.16,0.44,9.6,5
1704,6.7,0.31,0.42,0.057,25.0,3.16,0.45,9.6,5
1705,6.6,0.25,0.31,0.035,32.0,3.41,0.47,11.3,6
1706,6.4,0.24,0.22,0.038,38.0,3.41,0.55,9.9,6
1707,6.8,0.26,0.29,0.055999999999999994,48.0,3.45,0.4,9.6,5
1708,7.0,0.61,0.26,0.051,25.0,3.36,0.6,10.6,4
1709,6.8,0.22,0.3,0.055,50.0,3.44,0.39,9.8,5
1710,8.1,0.31,0.24,0.032,10.0,3.08,0.47,10.5,5
1711,7.0,0.2,0.3,0.037000000000000005,31.0,3.24,0.51,10.8,5
1712,7.9,0.18,0.37,0.061,25.0,3.22,0.51,10.0,6
1713,6.6,0.34,0.27,0.059000000000000004,23.0,3.3,0.49,10.1,6
